Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.11499999463558197,12.397431373596191,2.3581924438476562,9.026495933532715,1.0127426385879517,1
0.07999999821186066,4.577599048614502,2.3066928386688232,1.3309921026229858,0.9399140477180481,101
0.06499999761581421,3.8399996757507324,2.3241381645202637,0.6614035964012146,0.8544579744338989,201
0.11499999463558197,3.522242784500122,2.330839157104492,0.43174120783805847,0.7596624493598938,271
0.11499999463558197,3.353350877761841,2.3074121475219727,0.2647862732410431,0.7811524868011475,371
0.17999999225139618,3.2309818267822266,2.2956855297088623,0.21436530351638794,0.7209309935569763,471
0.10999999940395355,3.255847215652466,2.314755916595459,0.19593815505504608,0.7451531887054443,541
0.10499999672174454,3.263096570968628,2.3188323974609375,0.21648089587688446,0.7277831435203552,641
0.09999999403953552,3.2041897773742676,2.322944402694702,0.12555082142353058,0.7556946873664856,741
0.11999999731779099,3.1783249378204346,2.3156931400299072,0.11193301528692245,0.7506988048553467,811
0.09999999403953552,3.1125330924987793,2.294863700866699,0.10439816117286682,0.7132711410522461,911
0.11499999463558197,3.0921525955200195,2.303010940551758,0.0867813304066658,0.7023603320121765,1011
0.1599999964237213,3.06917405128479,2.280632972717285,0.10168340802192688,0.6868577003479004,1081
0.11999999731779099,3.0801517963409424,2.3115479946136475,0.07862339913845062,0.6899805665016174,1181
0.10999999940395355,3.054014205932617,2.301391839981079,0.07214120775461197,0.6804811954498291,1281
0.10999999940395355,3.070577383041382,2.2830426692962646,0.07601507753133774,0.7115196585655212,1351
0.14000000059604645,3.045109272003174,2.2866222858428955,0.05633639171719551,0.7021505832672119,1451
0.08500000089406967,3.09285831451416,2.3214850425720215,0.06399812549352646,0.7073751091957092,1551
0.0949999988079071,3.0399813652038574,2.3092563152313232,0.047098346054553986,0.6836265921592712,1621
0.125,3.0270657539367676,2.298708915710449,0.04497065022587776,0.6833860278129578,1721
0.11499999463558197,3.055508852005005,2.3174655437469482,0.04381522908806801,0.6942281126976013,1821
0.10499999672174454,3.0130999088287354,2.3028359413146973,0.03805001080036163,0.6722140908241272,1891
0.11999999731779099,3.0330445766448975,2.297912836074829,0.04267064481973648,0.6924610137939453,1991
0.10999999940395355,3.064033031463623,2.3131558895111084,0.03222676366567612,0.7186503410339355,2091
0.0949999988079071,3.0355887413024902,2.307969093322754,0.03459388017654419,0.6930257678031921,2161
0.07499999552965164,3.0031094551086426,2.312969207763672,0.0277301836758852,0.6624100208282471,2261
0.06499999761581421,3.0533409118652344,2.2930452823638916,0.0315830297768116,0.7287124991416931,2361
0.11499999463558197,3.025853395462036,2.284317970275879,0.030327083542943,0.7112082839012146,2431
0.07499999552965164,3.0448546409606934,2.309183359146118,0.03891410678625107,0.6967570781707764,2531
0.11999999731779099,3.0582387447357178,2.296673536300659,0.03144453093409538,0.7301205992698669,2631
0.08999999612569809,3.0693717002868652,2.3100125789642334,0.02608666755259037,0.7332725524902344,2701
0.09999999403953552,3.0662269592285156,2.307171106338501,0.0187346450984478,0.7403210401535034,2801
0.08500000089406967,3.03117299079895,2.3067941665649414,0.013733100146055222,0.7106456756591797,2901
0.08999999612569809,3.02050518989563,2.293020725250244,0.011756901629269123,0.7157275676727295,2971
0.09999999403953552,3.014096736907959,2.3034729957580566,0.00920961331576109,0.7014139890670776,3071
0.08999999612569809,3.0182337760925293,2.3038015365600586,0.008063046261668205,0.7063690423965454,3171
0.11999999731779099,3.007920742034912,2.295797824859619,0.00719010503962636,0.7049328684806824,3241
0.11999999731779099,2.9984750747680664,2.3012189865112305,0.007385761942714453,0.6898704767227173,3341
0.10999999940395355,2.9950754642486572,2.2994260787963867,0.005740196444094181,0.6899092793464661,3441
0.10999999940395355,3.0218100547790527,2.3051199913024902,0.0049485513009130955,0.7117413878440857,3511
0.0949999988079071,3.0088627338409424,2.313368320465088,0.004308734554797411,0.6911856532096863,3611
0.07499999552965164,3.0153560638427734,2.3002500534057617,0.003491973504424095,0.7116141319274902,3711
0.10999999940395355,3.007490873336792,2.295879364013672,0.003460327163338661,0.70815110206604,3781
0.08500000089406967,2.9931674003601074,2.30488920211792,0.0032203993760049343,0.6850579380989075,3881
0.10499999672174454,3.008206367492676,2.3067002296447754,0.0034196902997791767,0.6980864405632019,3981
0.08999999612569809,2.9706060886383057,2.3042845726013184,0.0030949804931879044,0.6632265448570251,4051
0.1550000011920929,2.9764366149902344,2.3005144596099854,0.002720541087910533,0.6732015609741211,4151
0.10499999672174454,3.0166614055633545,2.303236961364746,0.0022057860624045134,0.7112185955047607,4251
0.08999999612569809,2.9976303577423096,2.3065197467803955,0.001925579272210598,0.6891852021217346,4321
0.14499999582767487,2.9942216873168945,2.3004229068756104,0.0015783265698701143,0.6922203898429871,4421
0.14499999582767487,2.9917643070220947,2.3008811473846436,0.0015988602535799146,0.6892842650413513,4521
0.07499999552965164,3.0335967540740967,2.3042609691619873,0.0015963056357577443,0.7277396321296692,4591
0.11999999731779099,3.0147581100463867,2.299346923828125,0.001365694566629827,0.7140454053878784,4691
0.10499999672174454,3.02117657661438,2.3024115562438965,0.0010762253077700734,0.7176888585090637,4791
0.11999999731779099,3.0549373626708984,2.301795244216919,0.0013233666541054845,0.7518186569213867,4861
0.06499999761581421,3.020564079284668,2.3019847869873047,0.0013010698603466153,0.7172781825065613,4961
0.14000000059604645,3.011040210723877,2.2981905937194824,0.0016253074863925576,0.7112244367599487,5061
0.13499999046325684,3.007599115371704,2.3021764755249023,0.0009936443530023098,0.7044288516044617,5131
0.0949999988079071,3.0260751247406006,2.303603410720825,0.001095301820896566,0.7213764786720276,5231
0.12999999523162842,2.9976041316986084,2.3022899627685547,0.001087155076675117,0.6942269206047058,5331
